type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2024-03-02 06:04:48,11.11492167,123.77464000,2.20,63.000,,5.499,279,47,66,,
T,2024-03-02 06:04:49,11.11493000,123.77458833,2.20,62.800,,5.505,279,47,66,,
T,2024-03-02 06:04:50,11.11493833,123.77453667,2.20,62.400,,5.518,279,47,66,,
T,2024-03-02 06:04:51,11.11494667,123.77448333,2.20,62.200,,5.541,279,47,66,,
T,2024-03-02 06:04:52,11.11495500,123.77443167,2.20,61.900,,5.554,281,47,66,,
T,2024-03-02 06:04:53,11.11496333,123.77438000,2.20,61.500,,5.574,280,47,66,,
T,2024-03-02 06:04:54,11.11497333,123.77432833,2.20,61.300,,5.592,278,47,66,,
T,2024-03-02 06:04:55,11.11498167,123.77427833,2.20,61.200,,5.614,280,47,66,,
T,2024-03-02 06:04:56,11.11499000,123.77422667,2.20,61.200,,5.623,279,47,66,,
T,2024-03-02 06:04:57,11.11499833,123.77417500,2.20,61.000,,5.638,280,47,66,,
T,2024-03-02 06:04:58,11.11500667,123.77412333,2.20,61.200,,5.655,277,47,66,,
T,2024-03-02 06:04:59,11.11501333,123.77407167,2.20,61.400,,5.653,280,47,66,,
T,2024-03-02 06:05:00,11.11502333,123.77402000,2.20,61.500,,5.651,279,47,66,,
T,2024-03-02 06:05:01,11.11503167,123.77397000,2.20,61.600,,5.641,280,47,66,,
T,2024-03-02 06:05:02,11.11504000,123.77392167,2.20,61.800,,5.613,280,47,66,,
T,2024-03-02 06:05:03,11.11504833,123.77387333,2.20,61.800,,5.576,280,47,66,,
T,2024-03-02 06:05:04,11.11505667,123.77382667,2.20,61.600,,5.536,282,47,66,,
T,2024-03-02 06:05:05,11.11506667,123.77377833,2.20,61.400,,5.498,282,47,66,,
T,2024-03-02 06:05:06,11.11507833,123.77373167,2.30,61.400,,5.461,284,47,66,,
T,2024-03-02 06:05:07,11.11509000,123.77368500,2.40,61.500,,5.435,285,46,66,,
T,2024-03-02 06:05:08,11.11510333,123.77363667,2.50,61.400,,5.408,286,46,66,,
T,2024-03-02 06:05:09,11.11511833,123.77359000,2.50,61.200,,5.391,289,44,66,,
T,2024-03-02 06:05:10,11.11513500,123.77354333,2.60,61.100,,5.389,289,44,66,,
T,2024-03-02 06:05:11,11.11514833,123.77349500,2.60,61.100,,5.393,285,43,66,,
T,2024-03-02 06:05:12,11.11516333,123.77344500,2.70,61.000,,5.423,287,42,66,,
T,2024-03-02 06:05:13,11.11517833,123.77339500,2.70,61.100,,5.461,286,42,67,,
T,2024-03-02 06:05:14,11.11519167,123.77334500,2.70,61.300,,5.499,285,35,67,,
T,2024-03-02 06:05:15,11.11520167,123.77329500,2.70,61.400,,5.528,283,39,67,,
T,2024-03-02 06:05:16,11.11521167,123.77324333,2.70,61.500,,5.565,281,40,67,,
T,2024-03-02 06:05:17,11.11521833,123.77319667,2.70,62.300,,5.583,278,42,67,,
T,2024-03-02 06:05:18,11.11522333,123.77314833,2.70,63.200,,5.590,277,43,67,,
T,2024-03-02 06:05:19,11.11523000,123.77310000,2.80,64.000,,5.609,277,42,67,,
T,2024-03-02 06:05:20,11.11523833,123.77305000,2.80,64.600,,5.598,280,43,67,,
T,2024-03-02 06:05:21,11.11525000,123.77300167,2.80,64.500,,5.571,284,43,67,,
T,2024-03-02 06:05:22,11.11526333,123.77295167,2.80,64.400,,5.543,284,43,67,,
T,2024-03-02 06:05:23,11.11527500,123.77290167,2.80,64.400,,5.516,285,42,67,,
T,2024-03-02 06:05:24,11.11528500,123.77284833,2.80,64.400,,5.522,283,43,67,,
T,2024-03-02 06:05:25,11.11529667,123.77279500,2.80,64.400,,5.538,283,43,67,,
T,2024-03-02 06:05:26,11.11530833,123.77274333,2.80,64.400,,5.551,283,41,67,,
T,2024-03-02 06:05:27,11.11532000,123.77269000,2.80,64.400,,5.566,281,42,67,,
T,2024-03-02 06:05:28,11.11533167,123.77263833,2.80,64.100,,5.590,282,41,67,,
T,2024-03-02 06:05:29,11.11534167,123.77258833,2.70,64.200,,5.593,284,42,67,,
T,2024-03-02 06:05:30,11.11535500,123.77253833,2.70,64.200,,5.593,282,42,67,,
T,2024-03-02 06:05:31,11.11536500,123.77248833,2.70,64.400,,5.630,283,43,67,,
T,2024-03-02 06:05:32,11.11537667,123.77243667,2.60,65.000,,5.649,283,43,67,,
T,2024-03-02 06:05:33,11.11539000,123.77238000,2.50,64.800,,5.669,285,43,67,,
T,2024-03-02 06:05:34,11.11540333,123.77232667,2.50,64.800,,5.661,286,44,67,,
T,2024-03-02 06:05:35,11.11541667,123.77227833,2.40,64.900,,5.660,284,45,67,,
T,2024-03-02 06:05:36,11.11543000,123.77222833,2.40,65.300,,5.653,285,45,67,,
T,2024-03-02 06:05:37,11.11544333,123.77217833,2.40,65.400,,5.633,288,46,67,,
T,2024-03-02 06:05:38,11.11545833,123.77213000,2.40,65.400,,5.635,288,46,67,,
T,2024-03-02 06:05:39,11.11547167,123.77207667,2.40,65.500,,5.648,286,46,67,,
T,2024-03-02 06:05:40,11.11548667,123.77202667,2.40,65.500,,5.665,287,46,67,,
T,2024-03-02 06:05:41,11.11549667,123.77198000,2.30,65.500,,5.647,284,46,67,,
T,2024-03-02 06:05:42,11.11550833,123.77193167,2.30,65.500,,5.652,285,47,67,,
T,2024-03-02 06:05:43,11.11552000,123.77188167,2.30,65.300,,5.656,286,47,67,,
T,2024-03-02 06:05:44,11.11553333,123.77183167,2.30,65.100,,5.637,285,47,67,,
T,2024-03-02 06:05:45,11.11554667,123.77178500,2.30,64.900,,5.571,285,47,67,,
T,2024-03-02 06:05:46,11.11555833,123.77174000,2.30,64.700,,5.476,282,47,67,,
T,2024-03-02 06:05:47,11.11556667,123.77169500,2.30,64.100,,5.400,279,47,67,,
T,2024-03-02 06:05:48,11.11557500,123.77165167,2.20,63.500,,5.298,279,47,67,,
T,2024-03-02 06:05:49,11.11558333,123.77160833,2.20,63.300,,5.195,279,47,67,,
T,2024-03-02 06:05:50,11.11559000,123.77156500,2.20,63.200,,5.111,279,47,67,,
T,2024-03-02 06:05:51,11.11559667,123.77152167,2.20,62.700,,5.033,279,47,67,,
T,2024-03-02 06:05:52,11.11560500,123.77147833,2.20,62.400,,4.951,279,47,67,,
T,2024-03-02 06:05:53,11.11561000,123.77143667,2.20,62.300,,4.847,278,47,67,,
T,2024-03-02 06:05:54,11.11561667,123.77139333,2.20,62.200,,4.762,278,47,67,,
T,2024-03-02 06:05:55,11.11562333,123.77135167,2.20,62.500,,4.706,277,47,67,,
T,2024-03-02 06:05:56,11.11562833,123.77131000,2.20,62.800,,4.684,277,47,67,,
T,2024-03-02 06:05:57,11.11563500,123.77126833,2.20,62.900,,4.666,279,47,67,,
T,2024-03-02 06:05:58,11.11564167,123.77122667,2.20,62.900,,4.648,281,46,67,,
T,2024-03-02 06:05:59,11.11565000,123.77118500,2.20,62.900,,4.651,279,47,67,,
T,2024-03-02 06:06:00,11.11565667,123.77114333,2.20,63.000,,4.663,281,47,67,,
T,2024-03-02 06:06:01,11.11566500,123.77110000,2.20,63.100,,4.702,282,47,67,,
T,2024-03-02 06:06:02,11.11567500,123.77105667,2.20,63.200,,4.728,282,47,67,,
T,2024-03-02 06:06:03,11.11568500,123.77101333,2.20,63.400,,4.767,282,47,67,,
T,2024-03-02 06:06:04,11.11569500,123.77096833,2.20,63.200,,4.812,280,47,67,,
T,2024-03-02 06:06:05,11.11570333,123.77092167,2.20,63.100,,4.861,279,47,67,,
T,2024-03-02 06:06:06,11.11571333,123.77087667,2.20,62.800,,4.913,280,47,67,,
T,2024-03-02 06:06:07,11.11572000,123.77083167,2.20,62.500,,4.970,281,47,67,,
T,2024-03-02 06:06:08,11.11572833,123.77078667,2.20,62.700,,5.033,281,47,67,,
T,2024-03-02 06:06:09,11.11573833,123.77074000,2.20,62.700,,5.085,283,47,67,,
T,2024-03-02 06:06:10,11.11574833,123.77069167,2.20,62.600,,5.127,281,46,67,,
T,2024-03-02 06:06:11,11.11575833,123.77064333,2.20,62.600,,5.150,281,46,67,,
T,2024-03-02 06:06:12,11.11576667,123.77059667,2.20,62.700,,5.171,282,47,67,,
T,2024-03-02 06:06:13,11.11577500,123.77054833,2.20,62.700,,5.194,282,46,67,,
T,2024-03-02 06:06:14,11.11578500,123.77050000,2.20,62.600,,5.224,281,46,67,,
T,2024-03-02 06:06:15,11.11579500,123.77045167,2.20,62.700,,5.251,281,47,67,,
T,2024-03-02 06:06:16,11.11580500,123.77040333,2.20,62.500,,5.278,281,47,67,,
T,2024-03-02 06:06:17,11.11581500,123.77035333,2.20,62.200,,5.301,279,45,67,,
T,2024-03-02 06:06:18,11.11582167,123.77030500,2.20,62.000,,5.316,279,44,67,,
T,2024-03-02 06:06:19,11.11582833,123.77025500,2.20,61.800,,5.324,279,46,67,,
T,2024-03-02 06:06:20,11.11583667,123.77020833,2.20,62.000,,5.321,280,46,67,,
T,2024-03-02 06:06:21,11.11584667,123.77016000,2.20,62.100,,5.322,281,46,67,,
T,2024-03-02 06:06:22,11.11585500,123.77011333,2.20,61.900,,5.327,280,46,67,,
T,2024-03-02 06:06:23,11.11586333,123.77006333,2.20,61.600,,5.332,280,45,67,,
T,2024-03-02 06:06:24,11.11587167,123.77001667,2.20,61.400,,5.319,278,45,67,,
T,2024-03-02 06:06:25,11.11587833,123.76996833,2.20,61.300,,5.314,278,46,67,,
T,2024-03-02 06:06:26,11.11588500,123.76992000,2.30,61.000,,5.306,278,46,67,,
T,2024-03-02 06:06:27,11.11589500,123.76987500,2.20,61.000,,5.306,279,46,67,,
T,2024-03-02 06:06:28,11.11590333,123.76982667,2.20,61.100,,5.290,279,47,67,,
T,2024-03-02 06:06:29,11.11591167,123.76978000,2.20,61.000,,5.287,281,47,67,,
T,2024-03-02 06:06:30,11.11592167,123.76973333,2.20,61.100,,5.288,283,47,67,,
T,2024-03-02 06:06:31,11.11593167,123.76968833,2.20,61.200,,5.278,283,46,67,,
T,2024-03-02 06:06:32,11.11594167,123.76964167,2.20,61.200,,5.268,282,47,67,,
T,2024-03-02 06:06:33,11.11595167,123.76959333,2.20,61.700,,5.240,281,47,67,,
T,2024-03-02 06:06:34,11.11596000,123.76954833,2.20,61.700,,5.219,280,47,67,,
T,2024-03-02 06:06:35,11.11596833,123.76950333,2.20,61.700,,5.198,281,47,67,,
T,2024-03-02 06:06:36,11.11597667,123.76945833,2.20,61.600,,5.184,280,47,67,,
T,2024-03-02 06:06:37,11.11598333,123.76941167,2.20,61.400,,5.161,278,47,67,,
T,2024-03-02 06:06:38,11.11599167,123.76936667,2.30,61.100,,5.146,280,47,67,,
T,2024-03-02 06:06:39,11.11599833,123.76932000,2.30,61.000,,5.131,278,46,67,,
T,2024-03-02 06:06:40,11.11600333,123.76927333,2.10,61.100,,5.131,269,47,67,,
T,2024-03-02 06:06:41,11.11600333,123.76922333,2.20,61.900,,5.128,281,46,67,,
T,2024-03-02 06:06:42,11.11601167,123.76917833,2.10,61.900,,5.123,281,46,67,,
T,2024-03-02 06:06:43,11.11602167,123.76913167,2.10,61.900,,5.137,284,46,67,,
T,2024-03-02 06:06:44,11.11603167,123.76908500,2.20,61.800,,5.157,283,47,67,,
T,2024-03-02 06:06:45,11.11604000,123.76904167,2.20,61.700,,5.161,278,46,67,,
T,2024-03-02 06:06:46,11.11604833,123.76899667,2.20,61.800,,5.146,279,47,67,,
T,2024-03-02 06:06:47,11.11605833,123.76895167,2.20,61.900,,5.136,280,47,67,,
T,2024-03-02 06:06:48,11.11606667,123.76890500,2.20,61.900,,5.132,277,47,67,,
T,2024-03-02 06:06:49,11.11607333,123.76885833,2.20,61.900,,5.118,278,47,67,,
T,2024-03-02 06:06:50,11.11608000,123.76881000,2.20,61.700,,5.091,277,47,67,,
T,2024-03-02 06:06:51,11.11608667,123.76876167,2.20,61.600,,5.102,274,47,67,,
T,2024-03-02 06:06:52,11.11609000,123.76871333,2.30,61.400,,5.115,272,46,67,,
T,2024-03-02 06:06:53,11.11609167,123.76866667,2.30,61.100,,5.100,270,46,67,,
T,2024-03-02 06:06:54,11.11609333,123.76862333,2.30,61.300,,5.071,269,47,67,,
T,2024-03-02 06:06:55,11.11608833,123.76858167,2.20,61.300,,5.034,262,47,67,,
T,2024-03-02 06:06:56,11.11608000,123.76854167,2.20,61.400,,4.984,258,47,67,,
T,2024-03-02 06:06:57,11.11607167,123.76850333,2.20,61.400,,4.908,257,47,67,,
T,2024-03-02 06:06:58,11.11606333,123.76846667,2.20,61.000,,0.000,,47,67,,
T,2024-03-02 06:06:59,11.11605833,123.76843500,2.20,60.800,,0.000,,47,67,,
T,2024-03-02 06:07:00,11.11605167,123.76840500,2.20,60.700,,0.000,,47,67,,
T,2024-03-02 06:07:01,11.11604500,123.76837833,2.20,60.800,,0.000,,47,67,,
T,2024-03-02 06:07:02,11.11603500,123.76835333,2.20,61.000,,0.000,,47,67,,
T,2024-03-02 06:07:03,11.11602500,123.76833000,2.20,61.200,,0.000,,47,67,,
T,2024-03-02 06:07:04,11.11601000,123.76830667,1.70,61.700,,0.000,,47,67,,
T,2024-03-02 06:07:05,11.11600167,123.76828667,1.60,61.700,,0.000,,47,67,,
T,2024-03-02 06:07:06,11.11599000,123.76826833,1.60,61.900,,0.000,,46,67,,
T,2024-03-02 06:07:07,11.11598000,123.76825333,1.60,61.800,,0.000,,42,67,,
T,2024-03-02 06:07:08,11.11597167,123.76823500,1.50,61.500,,0.000,,45,67,,
T,2024-03-02 06:07:09,11.11596333,123.76821833,1.60,61.300,,0.000,,47,67,,
T,2024-03-02 06:07:10,11.11595500,123.76820167,1.50,61.200,,0.000,,47,67,,
T,2024-03-02 06:07:11,11.11594833,123.76818667,1.60,61.300,,0.000,,47,67,,
T,2024-03-02 06:07:12,11.11594000,123.76817500,1.70,61.100,,0.000,,47,67,,
T,2024-03-02 06:07:13,11.11593000,123.76816333,1.80,61.100,,0.000,,47,67,,
T,2024-03-02 06:07:14,11.11592333,123.76814167,1.70,61.200,,0.000,,46,67,,
T,2024-03-02 06:07:15,11.11591500,123.76812333,1.60,60.800,,0.000,,46,67,,
T,2024-03-02 06:07:16,11.11590667,123.76810833,1.50,60.500,,0.000,,46,67,,
T,2024-03-02 06:07:17,11.11589833,123.76809500,1.50,60.500,,0.000,,47,67,,
T,2024-03-02 06:07:18,11.11589333,123.76808167,1.60,60.500,,0.000,,47,67,,
T,2024-03-02 06:07:19,11.11589167,123.76806333,1.50,60.300,,0.000,,47,67,,
T,2024-03-02 06:07:20,11.11588833,123.76804833,1.50,59.900,,0.000,,46,67,,
T,2024-03-02 06:07:21,11.11588667,123.76803500,1.50,59.700,,0.000,,46,67,,
T,2024-03-02 06:07:22,11.11588167,123.76802333,1.50,60.000,,0.000,,46,67,,
T,2024-03-02 06:07:23,11.11587500,123.76801333,1.50,60.200,,0.000,,45,67,,
T,2024-03-02 06:07:24,11.11587000,123.76800333,1.50,60.100,,0.000,,45,67,,
T,2024-03-02 06:07:25,11.11586667,123.76799333,1.50,60.200,,0.000,,45,67,,
T,2024-03-02 06:07:26,11.11586333,123.76798500,1.50,60.300,,0.000,,45,67,,
T,2024-03-02 06:07:27,11.11586000,123.76797500,1.40,60.200,,0.000,,45,67,,
T,2024-03-02 06:07:28,11.11585667,123.76796333,1.50,60.100,,0.000,,46,67,,
T,2024-03-02 06:07:29,11.11585500,123.76795667,1.40,60.100,,0.000,,46,67,,
T,2024-03-02 06:07:30,11.11585000,123.76794833,1.50,60.500,,0.000,,46,67,,
T,2024-03-02 06:07:31,11.11584833,123.76793833,1.50,60.800,,0.000,,46,67,,
T,2024-03-02 06:07:32,11.11584333,123.76792833,1.50,61.000,,0.000,,46,67,,
T,2024-03-02 06:07:33,11.11584167,123.76792000,1.40,60.700,,0.000,,47,67,,
T,2024-03-02 06:07:34,11.11584000,123.76791167,1.50,60.400,,0.000,,47,67,,
T,2024-03-02 06:07:35,11.11583667,123.76790167,1.50,60.200,,0.000,,46,67,,
T,2024-03-02 06:07:36,11.11583333,123.76788833,1.50,60.100,,0.000,,46,67,,
T,2024-03-02 06:07:37,11.11583000,123.76787833,1.50,60.100,,0.000,,47,67,,
T,2024-03-02 06:07:38,11.11583000,123.76787000,1.60,60.100,,0.000,,47,67,,
T,2024-03-02 06:07:39,11.11583000,123.76786167,1.70,60.000,,0.000,,47,67,,
T,2024-03-02 06:07:40,11.11583000,123.76785500,1.70,59.900,,0.000,,46,67,,
T,2024-03-02 06:07:41,11.11582833,123.76784667,1.70,59.700,,0.000,,45,67,,
T,2024-03-02 06:07:42,11.11582833,123.76784000,1.70,59.700,,0.000,,47,67,,
T,2024-03-02 06:07:43,11.11582833,123.76783500,1.70,59.600,,0.000,,47,67,,
T,2024-03-02 06:07:44,11.11582833,123.76783000,1.70,59.600,,0.000,,47,67,,
T,2024-03-02 06:07:45,11.11582667,123.76782167,1.70,59.700,,0.000,,47,67,,
T,2024-03-02 06:07:46,11.11582667,123.76781500,1.70,60.000,,0.000,,46,67,,
T,2024-03-02 06:07:47,11.11582667,123.76781000,1.70,60.100,,0.000,,47,67,,
T,2024-03-02 06:07:48,11.11582333,123.76780500,1.70,60.000,,0.000,,46,67,,
T,2024-03-02 06:07:49,11.11582000,123.76780000,1.70,60.200,,0.000,,46,67,,
T,2024-03-02 06:07:50,11.11581833,123.76779667,1.70,60.400,,0.000,,47,67,,
T,2024-03-02 06:07:51,11.11581667,123.76779000,1.70,60.200,,0.000,,47,67,,
T,2024-03-02 06:07:52,11.11581333,123.76778500,1.70,60.200,,0.000,,46,67,,
T,2024-03-02 06:07:53,11.11581167,123.76778000,1.70,60.200,,0.000,,46,67,,
T,2024-03-02 06:07:54,11.11581167,123.76777500,1.70,60.200,,0.000,,46,67,,
T,2024-03-02 06:07:55,11.11581167,123.76777500,1.70,60.300,,0.000,,46,67,,
T,2024-03-02 06:07:56,11.11580167,123.76777333,1.50,60.400,,0.000,,47,67,,
T,2024-03-02 06:07:57,11.11579667,123.76777000,1.50,60.300,,0.000,,44,67,,
T,2024-03-02 06:07:58,11.11579500,123.76776500,1.50,60.400,,0.000,,45,67,,
T,2024-03-02 06:07:59,11.11579667,123.76776167,1.40,60.300,,0.000,,46,67,,
T,2024-03-02 06:08:00,11.11579333,123.76775667,1.40,60.200,,0.000,,46,67,,
T,2024-03-02 06:08:01,11.11579333,123.76775167,1.40,60.100,,0.000,,46,67,,
T,2024-03-02 06:08:02,11.11579333,123.76774833,1.40,60.000,,0.000,,46,67,,
T,2024-03-02 06:08:03,11.11579333,123.76774333,1.40,60.000,,0.000,,46,67,,
T,2024-03-02 06:08:04,11.11579167,123.76773833,1.40,60.100,,0.000,,46,67,,
T,2024-03-02 06:08:05,11.11579000,123.76773500,1.40,60.100,,0.000,,46,67,,
T,2024-03-02 06:08:06,11.11578833,123.76773167,1.40,60.400,,0.000,,45,67,,
T,2024-03-02 06:08:07,11.11578667,123.76772667,1.40,60.400,,0.000,,44,67,,
T,2024-03-02 06:08:08,11.11578333,123.76772333,1.40,60.500,,0.000,,44,67,,
T,2024-03-02 06:08:09,11.11578333,123.76772000,1.40,60.500,,0.000,,46,67,,
T,2024-03-02 06:08:10,11.11578500,123.76771333,1.40,60.500,,0.000,,47,67,,
T,2024-03-02 06:08:11,11.11578500,123.76770667,1.40,60.600,,0.000,,47,67,,
T,2024-03-02 06:08:12,11.11578333,123.76770000,1.40,60.800,,0.000,,47,67,,
T,2024-03-02 06:08:13,11.11578000,123.76769500,1.40,60.900,,0.000,,47,67,,
T,2024-03-02 06:08:14,11.11577833,123.76769000,1.40,61.000,,0.000,,47,67,,
T,2024-03-02 06:08:15,11.11577667,123.76768667,1.40,61.100,,0.000,,47,67,,
T,2024-03-02 06:08:16,11.11577667,123.76768167,1.40,61.200,,0.000,,47,67,,
T,2024-03-02 06:08:17,11.11577667,123.76768000,1.50,61.400,,0.000,,46,67,,
T,2024-03-02 06:08:18,11.11577500,123.76767833,1.50,61.500,,0.000,,43,66,,
T,2024-03-02 06:08:19,11.11577333,123.76767500,1.50,61.600,,0.000,,43,66,,
T,2024-03-02 06:08:20,11.11577167,123.76767167,1.60,61.700,,0.000,,44,66,,
T,2024-03-02 06:08:21,11.11576833,123.76766833,1.60,61.800,,0.000,,44,66,,
T,2024-03-02 06:08:22,11.11576500,123.76766667,1.60,61.900,,0.000,,44,66,,
T,2024-03-02 06:08:23,11.11576167,123.76766333,1.70,62.100,,0.000,,44,66,,
T,2024-03-02 06:08:24,11.11575833,123.76765833,1.70,62.200,,0.000,,42,66,,
T,2024-03-02 06:08:25,11.11575500,123.76765667,1.70,62.200,,0.000,,42,66,,
T,2024-03-02 06:08:26,11.11575167,123.76765500,1.80,62.300,,0.000,,42,66,,
T,2024-03-02 06:08:27,11.11575000,123.76765333,1.80,62.200,,0.000,,41,66,,
T,2024-03-02 06:08:28,11.11574833,123.76765000,1.80,62.100,,0.000,,40,66,,
T,2024-03-02 06:08:29,11.11574667,123.76764500,1.80,62.000,,0.000,,42,66,,
T,2024-03-02 06:08:30,11.11574500,123.76764167,1.80,62.000,,0.000,,43,66,,
T,2024-03-02 06:08:31,11.11574333,123.76763667,1.90,62.000,,0.000,,42,66,,
T,2024-03-02 06:08:32,11.11574333,123.76763333,1.90,62.000,,0.000,,41,66,,
T,2024-03-02 06:08:33,11.11574167,123.76763000,1.90,62.200,,0.000,,36,66,,
T,2024-03-02 06:08:34,11.11574167,123.76762833,1.90,62.300,,0.000,,36,66,,
T,2024-03-02 06:08:35,11.11573667,123.76762500,1.90,62.500,,0.000,,36,66,,
T,2024-03-02 06:08:36,11.11573500,123.76762000,1.90,62.500,,0.000,,38,66,,
T,2024-03-02 06:08:37,11.11573167,123.76761500,1.90,62.500,,0.000,,38,66,,
T,2024-03-02 06:08:38,11.11573167,123.76761500,1.90,62.400,,0.000,,38,66,,
T,2024-03-02 06:08:39,11.11573000,123.76761500,1.90,62.200,,0.000,,39,66,,
T,2024-03-02 06:08:40,11.11572833,123.76761333,1.90,62.100,,0.000,,40,66,,
T,2024-03-02 06:08:41,11.11572500,123.76761000,1.90,62.100,,0.000,,40,66,,
T,2024-03-02 06:08:42,11.11572167,123.76760833,1.90,62.300,,0.000,,38,66,,
T,2024-03-02 06:08:43,11.11571833,123.76760500,1.90,62.400,,0.000,,39,66,,
T,2024-03-02 06:08:44,11.11571500,123.76760500,1.90,62.400,,0.000,,39,66,,
T,2024-03-02 06:08:45,11.11571333,123.76760333,1.90,62.400,,0.000,,39,66,,
T,2024-03-02 06:08:46,11.11571167,123.76760333,1.80,62.500,,0.000,,41,66,,
T,2024-03-02 06:08:47,11.11571000,123.76760167,1.80,62.500,,0.000,,41,66,,
T,2024-03-02 06:08:48,11.11570667,123.76760167,1.80,62.700,,0.000,,41,66,,
T,2024-03-02 06:08:49,11.11570333,123.76760000,1.80,62.800,,0.000,,40,66,,
T,2024-03-02 06:08:50,11.11570333,123.76760000,1.80,62.800,,0.000,,42,66,,
T,2024-03-02 06:08:51,11.11570333,123.76760000,1.80,62.800,,0.000,,41,66,,
T,2024-03-02 06:08:52,11.11570333,123.76760000,1.80,62.800,,0.000,,41,66,,
T,2024-03-02 06:08:53,11.11570333,123.76760000,1.80,62.800,,0.000,,41,66,,
T,2024-03-02 06:08:54,11.11570333,123.76760000,1.80,62.800,,0.000,,43,66,,
T,2024-03-02 06:08:55,11.11570333,123.76760000,1.80,62.800,,0.000,,42,66,,
T,2024-03-02 06:08:56,11.11570333,123.76760000,1.80,62.800,,0.000,,41,66,,
T,2024-03-02 06:08:57,11.11570333,123.76760000,1.80,62.800,,0.000,,43,66,,
T,2024-03-02 06:08:58,11.11570333,123.76760000,1.80,62.800,,0.000,,42,66,,
T,2024-03-02 06:08:59,11.11570333,123.76760000,1.80,62.800,,0.000,,44,66,,
T,2024-03-02 06:09:00,11.11570333,123.76760000,1.80,62.800,,0.000,,44,66,,
T,2024-03-02 06:09:01,11.11570333,123.76760000,1.80,62.800,,0.000,,44,66,,
T,2024-03-02 06:09:02,11.11570333,123.76760000,1.70,62.800,,0.000,,43,66,,
T,2024-03-02 06:09:03,11.11570333,123.76760000,1.70,62.800,,0.000,,42,66,,
T,2024-03-02 06:09:04,11.11570333,123.76760000,1.70,62.800,,0.000,,43,66,,
T,2024-03-02 06:09:05,11.11570333,123.76760000,1.70,62.800,,0.000,,44,66,,
T,2024-03-02 06:09:06,11.11570333,123.76760000,1.70,62.800,,0.000,,44,66,,
T,2024-03-02 06:09:07,11.11570333,123.76760000,1.70,62.800,,0.000,,43,66,,
T,2024-03-02 06:09:08,11.11570333,123.76760000,1.80,62.800,,0.000,,43,66,,
T,2024-03-02 06:09:09,11.11570333,123.76760000,1.80,62.800,,0.000,,43,66,,
T,2024-03-02 06:09:10,11.11570333,123.76760000,1.80,62.800,,0.000,,42,66,,
T,2024-03-02 06:09:11,11.11570333,123.76760000,1.70,62.800,,0.000,,43,66,,
T,2024-03-02 06:09:12,11.11570333,123.76760000,1.70,62.800,,0.000,,44,66,,
T,2024-03-02 06:09:13,11.11570333,123.76760000,1.70,62.800,,0.000,,44,66,,
T,2024-03-02 06:09:14,11.11570333,123.76760000,1.70,62.800,,0.000,,44,66,,
T,2024-03-02 06:09:15,11.11570333,123.76760000,1.70,62.800,,0.000,,42,66,,
T,2024-03-02 06:09:16,11.11566500,123.76752333,1.70,64.300,,0.000,,42,66,,
T,2024-03-02 06:09:17,11.11566500,123.76751667,1.70,64.200,,0.000,,42,66,,
T,2024-03-02 06:09:18,11.11566167,123.76751167,1.70,63.900,,0.000,,44,66,,
T,2024-03-02 06:09:19,11.11566000,123.76750833,1.80,64.000,,0.000,,42,66,,
T,2024-03-02 06:09:20,11.11565500,123.76750500,1.80,64.000,,0.000,,42,66,,
T,2024-03-02 06:09:21,11.11565333,123.76750167,1.80,64.000,,0.000,,43,66,,
T,2024-03-02 06:09:22,11.11565333,123.76750000,1.80,63.900,,0.000,,43,66,,
T,2024-03-02 06:09:23,11.11565500,123.76750000,1.70,63.900,,0.000,,43,66,,
T,2024-03-02 06:09:24,11.11565500,123.76749833,1.70,63.900,,0.000,,43,66,,
T,2024-03-02 06:09:25,11.11565333,123.76749667,1.70,63.700,,0.000,,44,66,,
T,2024-03-02 06:09:26,11.11565333,123.76749667,1.70,63.700,,0.000,,43,66,,
T,2024-03-02 06:09:27,11.11565333,123.76749667,1.70,63.700,,0.000,,43,66,,
T,2024-03-02 06:09:28,11.11565333,123.76749667,1.60,63.700,,0.000,,44,66,,
T,2024-03-02 06:09:29,11.11565333,123.76749667,1.60,63.700,,0.000,,43,66,,
T,2024-03-02 06:09:30,11.11565333,123.76749667,1.60,63.700,,0.000,,42,66,,
T,2024-03-02 06:09:31,11.11565333,123.76749667,1.50,63.700,,0.000,,45,66,,
T,2024-03-02 06:09:32,11.11565333,123.76749667,1.40,63.700,,0.000,,44,66,,
T,2024-03-02 06:09:33,11.11565333,123.76749667,1.30,63.700,,0.000,,46,66,,
T,2024-03-02 06:09:34,11.11565333,123.76749667,1.30,63.700,,0.000,,45,66,,
T,2024-03-02 06:09:35,11.11565333,123.76749667,1.30,63.700,,0.000,,45,66,,
T,2024-03-02 06:09:36,11.11563000,123.76746667,1.30,62.200,,0.000,,45,66,,
T,2024-03-02 06:09:37,11.11562667,123.76746333,1.30,62.100,,0.000,,45,66,,
T,2024-03-02 06:09:38,11.11562333,123.76745833,1.30,62.100,,0.000,,45,66,,
